ori_relation,new_relation,most_relation,relations
/award/ranked_item/appears_in_ranked_lists./award/ranking/list,appears in ranked lists	has ranked item,appears in ranked lists	includes ranked company,"['appears in rankings\tranks university', 'appears in rankings\tranks', 'appears in ranked lists\tincludes ranked company', 'appears in ranked lists\tincludes ranked company', 'appears in rankings\tranks', 'appears in ranked lists\tincludes ranked company']"
/american_football/football_team/current_roster./sports/sports_team_roster/position,current roster position in American football team	position held by player in American football team roster,current roster position in American football team	position held by player in American football team roster,"['current long snapper in American football team\tlong snapper for American football team', 'has quarterback position in American football\tquarterback position is held by', 'current roster position in American football team\tposition in current American football team roster', 'current roster position in American football team\tposition in American football team roster held by player', 'has cornerback position in American football team\tposition held by player in American football team roster', 'has punter on roster\tpunter for', 'long snapper for the team\tteam with long snapper position', 'current roster position in American football team\tposition in American football team roster']"
/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,medals awarded in Olympic Games	medal awarded in Olympic Games honors,medals awarded in Olympic Games	medal awarded in Olympic Games honors,"['medals awarded in\thonored by', 'awarded bronze medals in\twas awarded bronze medals in', 'awarded bronze medals in\twas awarded bronze medals in', 'medals awarded in\thonored by', 'medals awarded in\tmedal awarded in honors', 'medals awarded in\tmedal awarded in honors', 'awarded bronze medals in\tawarded bronze medals in the event of', 'medals awarded in Olympic Games\tOlympic Games award medals including']"
/user/jg/default_domain/olympic_games/sports,participates in Olympic sports	hosts Olympic sports participants,includes as an event	was an event at,"['includes as an Olympic sport\tincluded in the Olympic Games', 'includes as an Olympic sport\tincluded in the Olympic Games', 'includes as an event\twas an event at', 'includes judo as an Olympic sport\twas an Olympic sport included in', 'includes as an event\twas an event at', 'includes sailing as an event\twas an event in', 'includes as an event\twas an event at']"
/people/person/sibling_s./people/sibling_relationship/sibling,is a sibling of	has a sibling,is a sibling of	has a sibling,"['is the younger sister of\thas a younger sister', 'is the younger brother of\tis the older sister of', 'acted in films directed by\tdirected films featuring', 'is the sister of\thas a sister', 'is the brother of\thas a brother', 'is the brother of\thas a brother', 'is the older sister of\tis the younger sister of', 'is the older brother of\tis the younger brother of']"
/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,is seeded in the NCAA tournament	has a seed in the NCAA tournament,is seeded in the NCAA tournament	has a seed in the NCAA tournament,"['participated in the NCAA tournament\twas a participant in the NCAA tournament', 'participates in the NCAA tournament\thosts the NCAA tournament', 'participated in the NCAA tournament\tincludes participation in the NCAA tournament', 'participated in the NCAA tournament\twas a participant in the NCAA tournament', 'participated in the NCAA tournament\twas participated in by the NCAA tournament', 'participated in\twas a participant of', 'participated in the NCAA tournament\tincludes participation in the NCAA tournament', 'participated in\twas a participant in']"
/sports/sports_position/players./sports/sports_team_roster/position,plays in the position of	has player in the position of,plays in the position of	has player in the position of,"['plays in the position of\tplays the position of', 'plays in the position of\tplays the position of', 'plays in the position of\tis played by the position of', 'plays in the position of\tplays in the position of', 'supports the attack of\tis supported by the midfield of', 'plays in the position of\tis played by in the position of', 'is a specialized position of\tincludes position as', 'plays in the position of\tis played by the position of']"
/award/award_category/category_of,is a category of	has category,is an award category of	has award category,"['is a category of\thas category', 'is an award category of\thas award category', 'is presented by\thas presented award', 'is an award category of\thas award category', 'is an award category of\thas award category']"
/music/artist/contribution./music/recording_contribution/performance_role,performs as role in recording	has performer with role in recording,performs as role in recording	has performer with role in recording,"['performs as lead vocalist in recording\thas performer with role as lead vocalist in recording', 'is the lead vocalist of\thas lead vocalist', 'plays drum in recording\tis played by drummer in recording', 'is the lead singer of\thas lead singer', 'plays piano as primary instrument\tis primary instrument of', 'incorporates percussion in music\tfeatures in music of', 'is the lead vocalist of\thas lead vocalist', 'plays soprano saxophone\tis played by jazz saxophonist']"
/government/politician/government_positions_held./government/government_position_held/basic_title,holds government position with title	holds position in government titled,holds government position with title	title held by,"['holds the title of\ttitle held by', 'holds position titled\ttitle held by', 'holds the title of\ttitle held by', 'holds position in government titled\tholds government position with title', 'holds government position with title\tholds position in government titled', 'served as\twas served by', 'is a Member of Congress\thas as a Member of Congress', 'holds government position with title\tholds position in government titled']"
/people/profession/specialization_of,specializes in	has specialization in,specializes in	is specialized by,"['is a type of\tcan be referred to as', 'is a type of\tincludes type', 'specializes in\tis specialized in by', 'specializes in\tis a specialization of', 'is a type of\tincludes the type', 'specializes in\tis specialized by', 'specializes in\tis specialized by', 'specializes in\tis specialized by']"
/sports/sports_position/players./american_football/football_historical_roster_position/position_s,plays the position of	has player in position,plays the position of	has player in position,"['tight end is an offensive position distinct from punter\tpunter is a special teams position distinct from tight end', 'tight end is a hybrid position with wide receiver\twide receiver is a specialized position compared to tight end', 'is a position within\tincludes position', 'defends against\tis defended by', 'plays the position of\tis played by in position', 'plays the position of\tis played by in position', 'quarterback leads offensive team while kickoff returner plays on special teams\tkickoff returner plays on special teams while quarterback leads offensive team', 'plays the position of\tis the position of']"
/film/film/cinematography,cinematography of film	has cinematography by,cinematography by	has cinematography of film,"['cinematography by\thas cinematography in', 'directed by\thas directed', 'cinematography by\thas cinematography in', 'cinematographer of\thas cinematographer', 'cinematography by\thas cinematography of film', 'cinematography by\twas cinematographer for', 'cinematography by\thas cinematography of film', 'cinematography by\thas cinematography of film']"
/location/us_county/county_seat,is the county seat of	has as its county seat,is the county seat of	has as its county seat,"['is located in\thas within its boundaries', 'is the county seat of\thas as its county seat', 'is the county seat of\thas as its county seat']"
/film/film/edited_by,edited by	editor of,edited by	editor of,"['executive producer of\texecutive produced by', 'edited by\teditor of', 'editor of\tedited by', 'edited by\teditor of']"
/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program,regularly appears on program	program features personality,regularly appears on program	program features personality,"['regularly hosts show\tshow features host', 'regularly appears on program\tprogram features personality', 'regularly appears on program\tprogram regularly features personality', 'regularly appears on program\tprogram features personality']"
/film/film/film_production_design_by,produced by	production designer of,production designer of	production designer for,"['production designer of\tproduction designer for', 'production designer of\tproduction designer for', 'production designer of\tproduction design for', 'production designer of\tproduced by', 'production designer of\twas the production designer for', 'production designer of\twas the production designer for', 'production designer of\tproduction designer for']"
/education/educational_degree/people_with_this_degree./education/education/student,has degree in	holds degree of,holds degree of	holds degree of,"['holds degree of\tholds degree from', 'holds degree of\thas degree in', 'holds degree of\tholds degree in', 'has degree in\tholds degree of', 'has degree in\tholds degree of']"
/tv/tv_program/country_of_origin,is the country of origin for	originates from the country,is the country of origin for	originates from the country,"['is set in\tincludes the television series', 'produced in the country\tcountry that produced', 'is produced in\tproduces the television show', 'was broadcast in\tincludes the broadcast of', 'was animated in\tprovided animation for', 'is set in\tincludes the television series', 'originated in\thas originated the show', 'originated in\tcountry of origin for']"
/people/person/spouse_s./people/marriage/spouse,is the spouse of	has as spouse,is married to	was married to,"['is married to\twas married to', 'is married to\twas married to', 'co-starred with\tco-starred with', 'is the colleague of\thas as colleague', 'is the ex-spouse of\thas as ex-spouse', 'is married to\twas married to']"
/base/aareas/schema/administrative_area/administrative_area_type,is a type of administrative area	has administrative area type,is a sovereign state	has sovereign state,"['is a sovereign state\thas sovereign state', 'is a sovereign state\thas sovereign state', 'is a sovereign state\thas sovereign state']"
/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,is the capital of	has as its capital,is the capital of	has as its capital,"['is the county seat of\thas as its county seat', 'is the capital of\thas as its capital', 'is the capital of\thas as its capital']"
/education/field_of_study/students_majoring./education/education/major_field_of_study,majoring in field of study	has students majoring in,majoring in field of study	has students majoring in,"['has influenced the development of\thas been influenced by the development of', 'studies include\tincludes studies of', 'majoring in\thas students majoring in', 'is a branch of\tincludes the subfield of', 'encompasses artistic disciplines\tincludes studies of artistic expression', 'studies language used in\thas language studied by', 'provides tools for risk management in\tis a risk management tool provided by', 'studies language of\thas been studied in philosophy of']"
/film/film/film_festivals,participates in film festivals	hosts films at festivals,participates in film festivals	hosts films at festivals,"['participates in film festivals\thosts films at festivals', 'was featured at\tfestival featured', 'participated in\tfestival hosted', 'was featured at\tfeatured the film', 'won best director at\tfestival awarded best director to', 'participated in\thosted at', 'participated in\tfestival included', 'was screened at\tfeatured the film']"
/government/governmental_body/members./government/government_position_held/legislative_sessions,holds legislative session in governmental body	legislative session held by governmental body member,is a component of	includes as a legislative chamber,"['holds legislative session in governmental body\tgovernmental body holds legislative session', 'is a component of\tincludes as a legislative chamber', 'is a component of\tincludes as a chamber', 'holds legislative session in\tlegislative session held by', 'holds legislative session in governmental body\tgovernmental body holds legislative session', 'is a component of\tincludes as a legislative chamber', 'is a component of\tincludes as a legislative chamber']"
/film/film/runtime./film/film_cut/film_release_region,film has runtime in release region	release region is runtime region for film,film has runtime in release region	release region is runtime region for film,"['film was released in country\tcountry is release region for film', 'film was produced in country\tcountry is production location of film', 'film was released in\tcountry is release country of film', 'film was released in region\tregion is release location for film', 'film was released in country\tcountry is release region for film', 'film was produced in country\tcountry is production location of film', 'film was released in\tcountry is release location of film', 'was produced in\thas produced film']"
/organization/organization/place_founded,was founded in	was the founding location of,is headquartered in	is the headquarters location of,"['is headquartered in\tis the headquarters location of', 'is headquartered in\tis the headquarters location of', 'has an additional office in\tis the location of an additional office for', 'was founded in\twas the founding location of', 'is headquartered in\tis the headquarters location of']"
/influence/influence_node/peers./influence/peer_relationship/peers,peers with	peered by,peers with	peered by,"['contemporary of\tcontemporary of', 'discovered and shaped the work of\twas discovered and shaped by', 'married to\tmarried to', 'contemporaries of\tcontemporaries of', 'contemporaries of\tcontemporary to', 'close friends with\tclose friends with', 'collaborated with\tcollaborated by', 'influenced by\tinfluenced']"
/base/eating/practicer_of_diet/diet,practices diet	diet practiced by,practices veganism	veganism practiced by,"['practices vegetarianism\tvegetarianism practiced by', 'practices veganism\tveganism practiced by', 'follows a vegetarian lifestyle\tvegetarian lifestyle followed by', 'practices veganism\tveganism practiced by', 'practices veganism\tveganism practiced by']"
/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,current roster position in hockey team	position in current roster of hockey team,current roster includes position	position included in current roster,"['current roster includes position\tposition included in current roster', 'current roster includes position\tposition included in current roster', 'has goaltender on roster\tgoaltender for team', 'current roster includes position\tposition included in current roster']"
/tv/tv_program/program_creator,created TV program	TV program created by,created by	creator of,"['created by\tcreator of', 'created by\tcreator of', 'stars\tstarred in', 'created TV program\tTV program created by', 'created by\tco-creator of', 'produced TV program\tTV program produced by', 'created by\tcreator of']"
/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue,release venue for the film's regional debut	regional debut venue of the film,premiered at	hosted the premiere of,"['premiered at\tfeatured the premiere of', 'premiered at\thosted the premiere of', 'was screened at\tfeatured the film', 'premiered at\thosted the premiere of', 'premiered at\thosted the premiere of']"
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language,"""has service language in phone number""	""service language is used in phone number of""","""has service language in phone number""	""service language is used in phone number of""","['""has software interface language""\t""is software interface language of""', '""has operations in countries where the language is spoken""\t""is spoken in countries where the company operates""', '""has English as primary language of instruction""\t""is primary language of instruction at""', '""operates primarily in the English language""\t""is the primary operating language of""', '""operates in countries where the official language is""\t""is the official language in countries where operates""', '""provides services in""\t""services are provided by""', '""has primary teaching language""\t""is primary teaching language of""', '""operates in countries where the language is spoken""\t""is spoken in countries where the airline operates""']"
/people/deceased_person/place_of_burial,place of burial	for person buried at,place of burial	for person buried at,"['buried at\tresting place of', 'burial place of\tis burial place for', 'buried at\thas burial place', 'place of birth\tfor person born in', 'person buried at\tplace of burial', 'place of burial\tis burial place of', 'burial place of\tperson buried at', 'buried at\tresting place of']"
/business/business_operation/assets./measurement_unit/dated_money_value/currency,"has currency as measurement unit	for measurement unit, is currency of",uses currency	currency used by,"['uses currency\tcurrency used by', 'uses currency\tcurrency used by', 'uses currency\tcurrency used by']"
/time/event/instance_of_recurring_event,is an instance of recurring event	has recurring event instance,is an edition of	has edition,"['is an edition of\thas edition', 'is an edition of\thas edition', 'is an edition of\thas edition']"
/location/administrative_division/first_level_division_of,is a first-level division of	has first-level division,is a state of	has state,"['is a state of\thas state', 'is a federal state of\thas federal state', 'is the capital city of\thas capital city', 'is part of\tincludes', 'is a state of\thas state', 'is a region of\thas region', 'is a state of\thas state']"
/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,appears in film as	has appearance type in film,participates in interview	features interviewee,"['participated in interview\twas conducted with', 'participates in interview\tfeatures interviewee', 'participates in interview\tfeatures as interviewee', 'participates in interview as\thas interviewee type in interview', 'participates in interview\tfeatures interviewee', 'participates in interview\tfeatures interviewee']"
/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,measures GDP in adjusted currency	has GDP measured in adjusted currency,uses as official currency	is used as official currency by,"['uses United States Dollar as official currency\tis official currency of Fiji', 'uses United States Dollar as official currency\thas official currency United States Dollar', 'uses United States Dollar as currency\thas Romania as user of currency', 'uses as official currency\tis used as official currency by', 'uses as official currency\tis used as official currency by', 'uses United States Dollar as currency\thas Mauritania as a user of the currency', 'uses as official currency\tis used as official currency by']"
/people/ethnicity/languages_spoken,speaks language of ethnic group	ethnic group whose language is spoken by,speaks language of ethnic group	ethnic group whose language is spoken by,"['speaks language of ethnic group\tlanguage spoken by ethnic group', 'speaks language of ethnic group\tethnic group whose language is spoken by', 'speaks native language\tlanguage spoken by ethnic group', 'speaks language of ethnic group\tethnic group whose language is spoken by']"
/medicine/symptom/symptom_of,is a symptom of	has symptom,is a symptom of	has symptom,"['is a symptom of\thas symptom', 'is a symptom of\thas symptom']"
/organization/organization/child./organization/organization_relationship/child,is a child organization of	has a parent organization,is a child organization of	has a parent organization,"['owns\tis owned by', 'spun off into\twas spun off from', 'is the holdings company of\thas the holdings company', 'is a subsidiary of\tis the parent company of', 'is a subsidiary of\tis the parent company of', 'is affiliated with\thas as an affiliated organization', 'is a constituent college of\thas a constituent college', 'acquired\twas acquired by']"
/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,operating income is measured in currency	currency is the measurement unit for operating income,operating income is measured in	measurement unit for operating income is,"['operating income is measured in\tmeasurement unit for operating income is', 'operating income is measured in\tmeasurement unit for operating income is', 'operating income is measured in currency\tcurrency is the measurement unit for operating income', 'operates using currency\tcurrency is used by', 'operating income is measured in\tmeasurement unit for operating income is']"
/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person,regular personal appearances in TV shows by person	person appearing regularly in TV shows,regular personal appearances in TV shows by person	person appearing regularly in TV shows,"['correspondent in TV shows by person\tperson appearing as correspondent in TV shows', 'participated in TV competitions as a contestant\tcontestant in TV competitions', 'participated in TV shows as a contestant\twas a contestant in TV shows', 'contestant in TV show\tTV show contestant', 'participated in TV competitions as a contestant\tcontestant who participated in TV competitions', 'regular personal appearances in TV shows by judge\tjudge appearing regularly in TV shows', 'contestant in TV shows\tTV show contestant', 'contestant in a competition\tcompetition contestant']"
/film/actor/film./film/performance/special_performance_type,has special performance in	has special performer of type,has special performance in	has special performer of type,"['has performed as a playback singer\tfor playback singing, has been performed by', 'has cameo appearance in\tis cameo appearance by', 'is a notable example of\tincludes notable professionals like', 'appears in deleted scenes of\tis deleted scene featuring', 'has made cameo appearances in\tis a type of cameo appearance made by', 'has cameo appearance in\thas cameo performer of type', 'has cameo appearance in\thas cameo performer of type', 'is a notable example of\tincludes notable examples such as']"
/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,exported to	imported from,exported to	imported from,"['exported to\timported from', 'exported to\timported from']"
/film/film/film_art_direction_by,art direction by	has art direction by,art direction by	has art direction by,"['art direction by\thas art direction by', 'production designer for\thas production designer', 'art direction by\thas art direction by']"
/location/country/official_language,official language of country	country with official language,official language	country with official language,"['official language\tcountry with official language', 'official language\thas official language', 'official language of country\tcountry with official language', 'official language\thas official language']"
/base/americancomedy/celebrity_impressionist/celebrities_impersonated,impersonates celebrities	impersonated by celebrity impressionist,impersonates celebrities	impersonated by celebrity impressionist,"['impersonated by president\timpersonates president', 'impersonated by celebrity impressionist\timpersonates celebrities', 'impersonates celebrities\twas impersonated by', 'impersonated by celebrity impressionist\timpersonates celebrities', 'impersonated celebrities\twas impersonated by', 'impersonated by\timpersonates', 'impersonated in performances\tperformed impersonations of', 'impersonated celebrities\twas impersonated by']"
/education/university/fraternities_and_sororities,is a member of fraternity/sorority at	has member from fraternity/sorority at,is a member of fraternity/sorority at	has member from fraternity/sorority at,"['has a chapter of\thas chapter at', 'has a chapter of fraternity/sorority\thas chapter located at university', 'has a chapter of fraternity/sorority\thas chapter at university', 'has a chapter at\tis a chapter of', 'has fraternity/sorority chapter at\tis fraternity/sorority chapter of', 'has a chapter of\thas a chapter at', 'has a chapter of fraternity/sorority\thas chapter located at university', 'has a chapter of\thas chapter at']"
/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,how to get here by mode of transportation	can be reached by mode of transportation,how to get here by train	can be reached by train,"['how to get here by automobile\tcan be reached by automobile', 'how to get here by air\tcan be reached by air', 'how to get here by train\tcan be reached by train', 'how to get here by air travel\tcan be reached by air travel', 'how to get here by train\tcan be reached by train', 'how to get here by train\tcan be reached by train']"
/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency,nominal GDP currency unit	currency unit used for nominal GDP,official currency	uses as official currency,"['official currency\tcurrency used by', 'official currency\tuses currency', 'official currency\tcurrency used in', 'official currency\tcurrency used by', 'official currency\tuses as official currency', 'official currency\thas official currency', 'official currency\tuses as official currency', 'official currency\tuses as official currency']"
/medicine/disease/risk_factors,has risk factors	for risk factors of,has risk factors	for risk factors of,"['has risk factors\tfor risk factors of', 'has risk factors\tfor risk factors of']"
/location/location/partially_contains,partially contains	is partially contained by,partially contains	is partially contained by,"['is traversed by\ttraverses', 'separates from\tis separated from by', 'separates from\tis separated from by', 'contains\tis contained by', 'extends into\tis extended into by', 'borders\tis bordered by', 'partially contains\tis partially contained by', 'partially contains\tis partially contained by']"
/education/university/international_tuition./measurement_unit/dated_money_value/currency,international tuition currency unit	currency unit used for international tuition,international tuition currency unit	currency unit used for international tuition,"['financial endowment denominated in\tcurrency used for financial endowment', 'uses currency\tcurrency used by', 'international tuition currency unit\tcurrency unit used for international tuition', 'uses currency\tcurrency used by', 'has assets denominated in\tcurrency used for asset valuation', 'international tuition currency unit\tcurrency unit used for international tuition']"
/dataworld/gardening_hint/split_to,splits into	can be split from,splits into	can be split from,"['is divided into\tdivides from', 'splits into\tcan be split from', 'has a football team named\tis the football team of', 'influences\twas influenced by', 'splits into\tcan be split from']"
/people/person/spouse_s./people/marriage/location_of_ceremony,married at location	location of marriage ceremony for,married at location	location of marriage ceremony for,"['married in\thosted the wedding of', 'born in\tplace of birth for', 'married in\tlocation of marriage for', 'performed in\thosted performance by', 'born in\tcity of birth for', 'performed concerts in\tcity hosted concerts by', 'married in\tlocation of marriage for', 'married in\thosted marriage ceremony for']"
/film/film/prequel,is the prequel of	has the prequel,is the sequel to	has the sequel,"['is the sequel to\tis the prequel to', 'is the sequel to\thas the sequel', 'is the sequel to\thas the sequel', 'is the sequel of\thas the sequel']"
/organization/organization_founder/organizations_founded,founded by	organizations founded,founded by	organizations founded,"['co-founded\twas co-founded by', 'commander-in-chief of\twas commanded by', 'co-founded by\torganizations co-founded', 'founded by\tfounded', 'founded\twas a founding member of', 'is a member of\thas member', 'founded\twas founded by', 'is a member of\thas member']"
/film/film/dubbing_performances./film/dubbing_performance/actor,"actor in dubbing performance	for dubbing performance, actor is","actor in dubbing performance	for dubbing performance, actor is","['actor in dubbing performance\tdubbed by', 'actor in dubbing performance\tactor for dubbing performance', 'dubbed by\tprovided English voice for', 'has English voice actor provided by\tprovides English voice acting for', 'actor in dubbing performance\tdubbed by', 'voice actor in\tvoiced in', 'actor in dubbing performance\tdubbing performance by actor', 'actor in dubbing performance\tdubbing performance by actor']"
/broadcast/content/artist,artist of broadcast content	content broadcast by artist,artist featured on station	station featuring artist,"['artist featured on channel\tchannel featuring artist', 'plays music by\thas music played on', 'artist featured on station\tstation featuring artist', 'artist featured on\tfeatures artist', 'artist featured on station\tstation featuring artist', 'artist featured on channel\tchannel featuring artist', 'artist featured on station\tstation featuring artist']"
/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,produce is available in seasonal month	seasonal month includes available produce,produce is available in seasonal month	seasonal month includes available produce,"['produce is available in seasonal month\tseasonal month includes available produce', 'starts on the same day of the week as in leap years\tends on the same day of the week as in leap years', 'ends on the same day of the week as every year\tstarts on the same day of the week as every year', 'produces is available in seasonal month\tseasonal month includes available produces', 'produces is available in seasonal month\tseasonal month includes available produce', 'starts on the same day of the week as in leap years\tends on the same day of the week as in leap years', 'share the property of unique weekday alignment\tunique weekday alignment is shared by', 'starts on the same day of the week as in common years\tends on the same day of the week as in common years']"
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,holds government position in jurisdiction of office	government position in jurisdiction of office is held by,holds government position in jurisdiction of office	government position in jurisdiction of office is held by,"['was President of\twas the President of', 'represents congressional district encompassing city\tcongressional district encompassing city is represented by', 'holds government position in jurisdiction of office\tgovernment position in jurisdiction of office is held by', 'is the constitutional monarch of\thas constitutional monarch', 'holds government position in jurisdiction of office\tgovernment position in jurisdiction of office is held by']"
/film/actor/dubbing_performances./film/dubbing_performance/language,dubbed in language	has dubbing performance in language,dubbed in language	has dubbing performance in language,"['dubbed in language\tis the dubbing language of', 'performs voice acting in language\thas voice actor in language', 'dubbed in English\thas dubbing performance in English', 'dubbed in English\thas dubbing performance by actor in English', 'provides voice acting in language\tis the language used in voice acting by', 'dubbed in English\thas dubbing performance by Liam Neeson', 'dubbed in English\thas dubbing performance by', 'speaks language\tlanguage spoken by']"
/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,has GNI per capita in PPP dollars measured in currency	has currency measurement for GNI per capita in PPP dollars,has GNI per capita in PPP dollars measured in currency	has currency measurement for GNI per capita in PPP dollars,"['uses as official currency\thas official currency', 'uses United States Dollar as currency\tused as currency by Argentina', 'uses United States Dollar as official currency\tofficial currency used by Tonga', 'uses United States Dollar as currency measurement\tfor GNI per capita in PPP dollars\tmeasured in United States Dollar for GNI per capita in PPP dollars', 'uses United States Dollar as currency\thas Greece as a country using it as currency', 'uses United States Dollar as official currency\thas official currency used by Ghana', 'uses United States dollar as currency measurement\tmeasured in United States dollar by Czech Republic', 'has British Overseas Territories that use the currency\thas currency used in British Overseas Territories']"
/music/instrument/family,is a family of musical instruments	belongs to the musical instrument family,is a family of musical instruments	belongs to the musical instrument family,"['is a type of plucked string instrument\tis a category that includes the guitar', 'is a type of bowed string instrument\tis a category that includes the violin', 'is a type of plucked string instrument\tis a category that includes', 'is a type of plucked string instrument\tis a category of plucked string instruments', 'is a type of keyboard instrument\tis a common type of keyboard instrument', 'is a variant of\thas variant', 'is a type of\tincludes the instrument', 'is a type of plucked string instrument\tbelongs to the category of plucked string instruments']"
