ori_relation,new_relation,most_relation,relations
/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,registered with	registered by,registered with	registers,"['registered with\tregisters', 'registered with\tregistered by', 'registered with\tregisters', 'registered with\tregisters']"
/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,marriage union type's ceremony location	location where marriage union type's ceremony is held,marriage union type's ceremony location	location hosting marriage union type's ceremony,"[""marriage union type's ceremony location\tlocation where ceremony for marriage union type is held"", ""marriage union type's ceremony location\tlocation of ceremony for marriage union type"", ""marriage union type's ceremony location\tlocation where ceremony of marriage union type is held"", ""marriage union type's ceremony location\tlocation hosting marriage union type's ceremony"", ""marriage union type's ceremony location\tlocation hosting marriage union type's ceremony"", ""marriage union type's ceremony location\tlocation of ceremony for marriage union type"", ""marriage union type's ceremony location\tlocation hosting marriage union type's ceremony""]"
/soccer/football_player/current_team./sports/sports_team_roster/team,current team member of	has current team member,plays for	has player,"['plays for\thas player', 'plays for\thas player', 'plays for\thas player']"
/user/ktrueman/default_domain/international_organization/member_states,member of	has member,member state of	has member state,"['member of\thas as member', 'member state of\thas member state', 'includes as a member\tis a member of', 'member state of\thas member state', 'member of\thas member', 'member state of\thas member state']"
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,has romantic relationship with	is in romantic relationship with,has romantic relationship with	is in romantic relationship with,"['has been romantically linked to\tis romantically linked to', 'has romantic relationship with\tis romantically involved with', 'has romantic relationship with\tis romantically involved with', 'has romantic relationship with\thas been romantically involved with', 'has been romantically linked to\tis romantically linked to', 'has been romantically linked to\twas romantically linked by', 'has romantic relationship with\thas been romantically involved with', 'has romantic relationship with\thas been in romantic relationship with']"
/american_football/football_team/current_roster./sports/sports_team_roster/position,is the current roster position for	has current roster position in,has current roster position of	is current roster position in,"['has position in roster\thas roster position for', 'has current roster position of\tis current roster position in', 'employs as a position on their roster\tis employed as a position on the roster of', 'has tight end position in\tis tight end position for', 'has current roster position of\tis current roster position in', 'has current roster position of\tis current roster position in']"
/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,politician affiliated with political party	member of political party is politician,politician affiliated with political party	member of political party is politician,"['politician is member of political party\tpolitical party has member politician', 'has politician as member\tpolitician is member of', 'politician affiliated with political party\tpolitical party has affiliated politician', 'politician is member of political party\tpolitical party has member politician', 'has prominent politician as member\tmember of prominent political party', 'has politician affiliated with it\tis affiliated with political party as politician', 'politician affiliated with political party\tmember of political party is politician', 'politician affiliated with political party\tmember of political party is politician']"
/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,domestic tuition currency unit	currency unit of domestic tuition,domestic tuition is denominated in	denominates domestic tuition,"['financial endowment currency\tcurrency of financial endowment', 'domestic tuition is denominated in\tdenomination currency of domestic tuition', 'domestic tuition is denominated in\tdenominates domestic tuition', 'domestic tuition is denominated in\tdenomination currency of domestic tuition is', 'domestic tuition is denominated in\tdenominates domestic tuition for', 'domestic tuition is denominated in\tdenominates domestic tuition', 'domestic tuition currency\tcurrency used for domestic tuition', 'domestic tuition is denominated in\tdenominates domestic tuition']"
/film/film_set_designer/film_sets_designed,designed film sets for	film sets designed by,designed the sets for	had sets designed by,"['designed the sets for\thad sets designed by', 'designed the sets for\thad sets designed by', 'designed the sets for\thad its sets designed by', 'was the production designer for\thad production design by', 'designed the sets for\thad sets designed by']"
/user/jg/default_domain/olympic_games/sports,plays sport in Olympic Games	is Olympic sport played by,includes as an Olympic sport	is included as an Olympic sport in,"['includes as Olympic sport\tis included in Olympic Games as', 'includes as an Olympic sport\tis included as an Olympic sport in', 'includes sport as event\thas event in', 'includes as an Olympic sport\tis included as an Olympic sport in', 'includes as an event\tis included in the events of', 'includes as an Olympic sport\tis included as an Olympic sport in']"
/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,medals awarded in Olympic Games	medal awarded for Olympic honor,medals awarded in Olympic Games	medal awarded for Olympic honor,"['awarded bronze medals in\treceived bronze medals at', 'awarded bronze medals in\treceived bronze medal at', 'awarded silver medal in\treceived silver medal at', 'awarded bronze medals for third place\tthird-place bronze medals awarded in', 'awarded medals for\thonored with medals in', 'awarded bronze medals in\treceived bronze medals at', 'awarded medals in\tmedal awarded for', 'awarded gold medals in\treceived gold medals at']"
/award/ranked_item/appears_in_ranked_lists./award/ranking/list,appears in ranked lists	has ranked item,appears in ranked lists	has ranked item,"['is ranked by\tranks', 'is preserved in\tpreserves', 'is included in\tincludes in its collection', 'appears in ranked lists\tis ranked in', 'appears in ranked lists\tincludes ranked item', 'ranked in\tincludes in rankings', 'is included in\tincludes', 'is included in\tincludes']"
/people/person/sibling_s./people/sibling_relationship/sibling,is a sibling of	has a sibling,is a sibling of	has a sibling,"['is the brother of\thas a sister', 'is the younger brother of\thas a younger brother', 'is a sibling of\thas a sibling', 'is the sibling of\thas a sibling', 'is the sister of\thas a sister', 'is the sister of\thas a sister', 'is the brother of\thas a brother', 'is the sister of\thas a brother']"
/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,is seeded in the NCAA basketball tournament	has a seed in the NCAA basketball tournament,is seeded in the NCAA basketball tournament	has a seed in the NCAA basketball tournament,"['is a seeded team in\thas seeded teams in', 'participates in the NCAA basketball tournament\thosts participating teams in the NCAA basketball tournament', 'is a seeded team in\thas seeded teams in', 'features a team in the NCAA basketball tournament\thas a team featured in the NCAA basketball tournament', 'participated in as a seeded team\tincludes as a seeded participant', 'participated in the NCAA basketball tournament\thosted the NCAA basketball tournament', 'has a team seeded in\thas a seed assigned to', 'is the champion of\thas as champion']"
/award/award_category/category_of,is a category of	has category,is a subcategory of	includes subcategory,"['is a subcategory of\tincludes subcategory', 'is a subcategory of\tincludes subcategory', 'is a subcategory of\tincludes subcategory']"
/music/artist/contribution./music/recording_contribution/performance_role,performs as	has performer in role,performs as	has performer in role,"['plays instrument\tinstrument played by', 'plays as\tis played by', 'performs with\thas performer who uses', 'plays instrument in role\thas been played by in role', 'performs as\thas performer in role', 'plays as\tis played by', 'plays\tplayed by', 'plays instrument in\thas instrumentalist for']"
/sports/sports_position/players./sports/sports_team_roster/position,plays the position of	has player in position,plays the position of	has player in position,"['can play as\tis a possible position for', 'plays the position of\tis played by in position', 'plays as\thas player in position of', 'plays as\thas player in position as', 'is a position of\tis position for', 'plays the position of\thas player in position', 'anticipates in gameplay\tis anticipated by in gameplay', 'defends against\tis defended by']"
/government/politician/government_positions_held./government/government_position_held/basic_title,holds government position with title	has government official holding position titled,holds government position with title	has government official holding position titled,"['holds the position of\tposition held by', 'held government position titled\twas government position held by', 'holds the government position titled\tis the title of the government position held by', 'served as\twas a position held by', 'holds the government position titled\tis the government position title held by', 'served as\twas held by', 'holds the title of\thas holder with the title of', 'holds the title of government position\thas government official holding the title of position']"
/film/film/film_production_design_by,is production designed by	production designs,is production designed by	production designs,"['production design by\thas production design by', 'is production designed by\tproduction designer for', 'is production designed by\tproduction designs', 'is production designed by\tproduction designs']"
/sports/sports_position/players./american_football/football_historical_roster_position/position_s,plays the position of	has player in position,plays the position of	is played by in position,"['can occasionally serve as\tmay be served by', 'defends against\tattacked by', 'plays the position of\tis played by in position', 'handoffs to\treceives handoffs from', 'plays the position of\tis played by in position', 'holds the position of\tis held by player in position', 'is a potential position for\tcan be played by', 'plays the position of\tis played by in position']"
/people/profession/specialization_of,specializes in	is specialized by,specializes in	is specialized by,"['specializes in\tis specialized by', 'specializes in\tis a specialization of', 'is a specialized form of\tis a generalization of', 'specialization of\tis specialized by', 'specializes in\tis a specialization of', 'is a specialized role of\thas specialization in', 'specialization_of\thas_specialization', 'is a specialization of\thas specialization']"
/film/film/cinematography,cinematography of film	film with cinematography,cinematography of film	film with cinematography,"['director of photography for\tfilms with director of photography', 'cinematographer for\tfilms with cinematographer', 'filmed by\tcinematographer for', 'cinematography by\tfilms with cinematography by', 'cinematographer for\tfilms with cinematography by', 'directed the cinematography for\tserved as cinematographer for', 'cinematography by\tfilms with cinematography by', 'directed by\tfilm director for']"
/education/educational_degree/people_with_this_degree./education/education/student,has degree in	holds degree from,holds degree in	holds degree from,"['holds degree in\tholds degree from', 'holds degree in\tholds degree holder of', 'holds degree in\tholds degree from', 'holds degree in\tholds degree from']"
/location/us_county/county_seat,is the county seat of	has as county seat,has as county seat	is the county seat of,"['has county seat\tserves as county seat for', 'has as county seat\tis the county seat of', 'has as county seat\tis the county seat of', 'has as county seat\tis the county seat of']"
/tv/tv_program/country_of_origin,country of origin	foriginated in,country of origin	origin of,"['country of origin\toriginated in', 'country of origin\torigin of', 'country of origin\torigin country for', 'country of origin\toriginated in', 'country of origin\torigin of', 'country of origin\torigin of']"
/film/film/film_festivals,participated in film festivals	hosted films at festivals,was featured at	festival featured,"['was screened at\tfestival featured', 'was featured at\tfestival featured', 'featured at film festivals\thosted film festival screenings', 'was featured at\tfestival featured', 'was featured at\tfestival featured']"
/people/person/spouse_s./people/marriage/spouse,is the spouse of	has spouse as,is married to	was married to,"['married to\tmarried to', 'is married to\twas married to', 'married to\tmarried to', 'is married to\twas married to', 'is married to\tis married to', 'is married to\twas married to']"
/film/film/runtime./film/film_cut/film_release_region,film runtime in release region	release region of film runtime,film released in region	region where film was released,"['film released in region\tregion where film was released', 'film release region for runtime\truntime in film release region', 'film released in region\tregion where film was released', 'film released in region\tregion where film was released']"
/film/film/edited_by,edited by	editor of,edited by	editor of,"['edited by\twas edited by', 'film editor of\tedited by', 'edited by\twas the editor for', 'has editor\tedited', 'edited by\twas edited by', 'executive produced by\texecutive producer of', 'film editor for\thas film editor', 'edited by\twas the editor for']"
/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program,appears regularly on program	has regular appearances by personality,appears regularly on	has regular appearances by,"['appears as a judge on\thas as a judge', 'appears regularly on\tfeatures regular appearances by', 'appears regularly on program\tis a program with regular appearances by', 'regularly appears on show\tfeatures regular appearances by', 'hosts and judges\thosted and judged by', 'appears regularly on\thas regular appearances by', 'appears regularly on\thas regular appearances by', 'appears regularly on\thas regular appearances by']"
/education/field_of_study/students_majoring./education/education/major_field_of_study,has major field of study	major field of study is held by,has major field of study	major field of study is held by,"['studies behavior related to\tbehavior is studied by', 'major field of study includes\tfield of study is included in', 'studies as a discipline\tis studied by as a discipline', 'studies as an academic discipline\tis studied as an academic discipline in', 'major field of study in\thas major field of study in', 'is studied in\tmay include study of', 'major field of study is\tstudies as major field', 'studies as a major field\tis studied as a major field by']"
/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,is the capital of	has as its capital,is the county seat of	has as its county seat,"['is the capital of\thas as its capital', 'is the county seat of\thas as its county seat', 'is the county seat of\thas as its county seat', 'is the seat of\thas as its seat', 'is the county seat of\thas as its county seat']"
/tv/tv_program/program_creator,created by	creator of,created by	creator of,"['created by\tcreator of', 'produced by\tproducer of', 'created by\tcreator of']"
/influence/influence_node/peers./influence/peer_relationship/peers,peers with	peered by,influenced by	was influenced by,"['collaborated with\tcollaborated by', 'collaborated with\twas collaborated by', 'influenced by\twas influenced by', 'influenced by peers\twas a peer influence to', 'influenced by\twas influenced by', 'influenced by\twas influenced by']"
/organization/organization/place_founded,was founded in	was the founding location of,was founded in	was the founding location of,"['headquartered in\thosts the headquarters of', 'is located in\thosts the institution', 'was founded in\twas the founding location of', 'was founded in\twas the founding location of']"
/base/aareas/schema/administrative_area/administrative_area_type,is a type of administrative area	has administrative area type,is a type of administrative area	has administrative area type,"['is a sovereign state\thas sovereign state as type', 'is a sovereign state\thas sovereign state', 'is a sovereign state\thas sovereign state as instance', 'is a sovereign state\thas sovereign state as member', 'is a sovereign state\thas sovereign state as instance', 'is a sovereign state\thas sovereign state as', 'is a sovereign state\thas sovereign state instance', 'is a sovereign state\thas sovereign state as member']"
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language,organization has service language in phone number	phone number with service language belongs to organization,provides service language for	service language is provided by,"['provides service in language\tlanguage used by service of', 'provides service language for\tservice language is provided by', 'provides service in language\tlanguage used in service by', 'provides service language for\treceives service language from', 'provides service language for\tservice language is provided by', 'provides service in language\tlanguage used by service of', 'provides service language for\tservice language is provided by']"
/government/governmental_body/members./government/government_position_held/legislative_sessions,holds legislative session in governmental body	legislative session held by governmental body member,holds legislative session in governmental body	legislative session held by governmental body,"['holds legislative session in governmental body\tlegislative session held by governmental body', 'participates in legislative session\tlegislative session includes participant', 'participates in legislative session as governmental body\tlegislative session includes governmental body', 'participates in legislative session\tincludes as legislative body member', 'holds legislative session in governmental body\tlegislative session held by governmental body', 'participates in legislative session of\tincludes as legislative session participant', 'is a component of\tincludes as a component', 'holds legislative session in governmental body\tlegislative session held by governmental body']"
/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,measures GDP in adjusted currency	has GDP measured in adjusted currency,measures GDP in adjusted currency	has GDP measured in adjusted currency,"['measures GDP in adjusted currency\thas GDP measured in adjusted currency', 'measures GDP in adjusted currency\thas GDP measured in adjusted currency']"
/base/eating/practicer_of_diet/diet,practices diet	has practitioner of diet,practices vegetarianism	is practiced by,"['follows a vegetarian lifestyle\thas followers who adhere to diet', 'practices veganism\tis practiced by', 'practices vegetarianism\tis practiced by', 'practices vegetarianism\tis practiced by', 'practices veganism\tis practiced by', 'practices dietary lifestyle\tis practiced by dietary adherent', 'follows dietary practice\thas follower of dietary practice', 'practices vegetarianism\tis practiced by']"
/location/administrative_division/first_level_division_of,is a first-level division of	has first-level division,is a first-level administrative division of	has first-level administrative division,"['is a first-level administrative division of\thas first-level administrative division', 'is a first-level administrative division of\thas first-level administrative division', 'is a constituent country of\thas constituent country', 'is a first-level administrative division of\thas first-level administrative division']"
/people/deceased_person/place_of_burial,burial place of	buried at,burial place of	buried at,"['is buried at\tcontains the burial site of', 'is buried at\tcontains the remains of', 'place of burial\tcontains the burial site of', 'place of burial\tfor burial of', 'place of burial\tcontains the burial site of', 'is buried in\tcontains the grave of', 'buried in\tcontains the grave of', 'resting place of\tcontains the grave of']"
/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue,has regional debut venue at	had debut venue for,has regional debut venue at	had debut venue for,"['premiered at\thosted the premiere of', 'premiered at\thosted the premiere of', 'had regional debut venue at\twas debut venue for', 'premiered at\thosted premiere of', 'was officially selected at\tfeatured as official selection for', 'was filmed in\twas filming location for', 'premiered at\thosted premiere of', 'had regional debut venue in\twas regional debut venue for']"
/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,current roster position in hockey team	position in current roster of hockey team,current roster position in hockey team	position in current roster of hockey team,"['current roster position\tposition in current roster', 'current roster position in hockey team\tposition in current roster of hockey team', 'has position in roster\tposition held by team', 'has position in current roster\tposition held by in current roster', 'has goaltender on current roster\tgoaltender for on current roster', 'has current roster position in\tposition in current roster of', 'has current roster position in\tposition in current roster of', 'current roster position in hockey team\tposition in current roster of hockey team']"
/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person,appears as a regular person on TV show	has regular TV appearances by person,appears as a regular person on TV show	has regular TV appearances by person,"['appears as a regular guest host on TV show\thas regular TV appearances by guest host', 'appears as a regular person on TV\thas regular TV appearances by', 'appears as a regular person on TV show\thas regular TV appearances by person', 'appears as a regular person on TV show\thas regular TV appearances by person']"
/time/event/instance_of_recurring_event,is an instance of recurring event	has recurring event instance,is an instance of	has instance,"['is an instance of recurring event\thas recurring event instance', 'is an instance of recurring event\thas as recurring event instance', 'is an instance of\thas instance', 'is an instance of\thas instance', 'is an instance of\thas instance']"
/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,appears in film as	has appearance type in film,appears in film as	has appearance type in film,"['appears in\tfeatures appearance by', 'appears in film as\thas appearance type in', 'appears in interview as\thas interviewee in', 'appears in interview as\thas appearance type in interview', 'appears in film as\thas appearance type in film', 'appears in film as\thas appearance type in film']"
/organization/organization/child./organization/organization_relationship/child,is a child organization of	has a parent organization,is a child organization of	has a parent organization,"['is a subsidiary of\tis the parent company of', 'is a parent organization of\thas a child organization', 'has a subsidiary\tsubsidiary of', 'owns subsidiary\tis owned by parent company', 'is a parent organization of\thas a child organization', 'has a subsidiary\tsubsidiary of', 'is a subsidiary of\tis the parent company of', 'has a constituent college\tis a constituent college of']"
/business/business_operation/assets./measurement_unit/dated_money_value/currency,"has currency as measurement unit	for measurement unit, is currency of","has currency as measurement unit	for measurement unit, is currency of","['uses currency\tused as currency by', 'uses currency as measurement unit\tis used as currency by', 'uses currency as measurement standard\tis measurement standard for currency', 'uses currency\tused by as currency', 'uses currency\tused as currency by', 'uses currency\tcurrency used by', 'uses currency\tused by as currency', 'uses currency\tused by financial institution']"
/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,places exported to	imports from statistical region,exports to	imports from,"['exports to\timports from', 'exports to\timports from', 'exports to\timports from']"
/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,operating income is measured in currency	currency is the measurement unit for operating income,operating income is measured in	measures operating income in,"['uses as its operating currency\tserves as the operating currency for', 'uses as operating currency\toperating currency is used by', 'operating income uses currency as measurement unit\tcurrency serves as measurement unit for operating income', 'operating income is measured in\tmeasures operating income in', 'operating income is measured in\tmeasures operating income in', 'operating income is measured in\tmeasurement unit for operating income is', 'operating income is measured in\tmeasures operating income in']"
/film/actor/film./film/performance/special_performance_type,special performance in film	has special performer in film,special performance in film	has special performer in film,"['special performer in film\thas special performance in film', 'has special performance type in film\tis special performance type of', 'performs special role in film\thas special role performed by', 'made cameo appearance in\twas featured by cameo appearance of', 'special performer in film\thas special performance in film', 'has made cameo appearances in films\tfeatures cameo appearances by performers', 'special performance type in film\thas performer with special performance type in film', 'performs special performance in film\thas performer for special performance in film']"
/people/ethnicity/languages_spoken,speaks the language of	has speakers of the language,speaks the language of	has speakers of the language,"['speaks as a primary language\tis spoken by as a primary language', 'speak as a native language\tis spoken by', 'speaks as a native language\tis the native language of', 'influences the dialect of\tis influenced by the ethnicity of', 'speaks as a native language\tis spoken by as a native language', 'speaks as an official language\tis an official language of', 'speaks as a heritage language\tis spoken by as a heritage language', 'speaks the language\thas speakers who speak the language']"
/medicine/symptom/symptom_of,is a symptom of	has symptom,is a symptom of	has symptom,"['can be a symptom of\tmay cause symptoms including', 'can be a symptom of\tmay manifest as', 'can be caused by\tmay cause', 'is a symptom of\tmay cause symptom', 'is a symptom of\thas symptom', 'is a symptom of\thas symptom']"
/base/americancomedy/celebrity_impressionist/celebrities_impersonated,impersonates celebrity	impersonated by comedian,impersonates celebrity	impersonated by comedian,"['impersonates celebrity\twas impersonated by', 'impersonates celebrity\thas been impersonated by', 'impersonated by comedian\timpersonates celebrity', 'impersonates comedian\timpersonated by celebrity', 'impersonated by\timpersonates', 'impersonated by comedian\timpersonates celebrity', 'impersonates celebrity\thas been impersonated by', 'impersonates celebrity\twas impersonated by']"
/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency,nominal GDP currency of statistical region	currency used for nominal GDP measurement in statistical region,nominal GDP currency of statistical region	currency used for nominal GDP measurement in statistical region,"['nominal GDP measured in currency\tcurrency used to measure nominal GDP', 'nominal GDP currency\tcurrency used for nominal GDP measurement', 'nominal GDP currency of statistical region\tcurrency used for nominal GDP measurement in statistical region', 'nominal GDP measurement currency\tcurrency used to measure nominal GDP', 'nominal GDP currency of statistical region\tcurrency used for nominal GDP measurement in statistical region']"
/education/university/fraternities_and_sororities,is a member of fraternities/sororities at	has fraternity/sorority member from,is a member of fraternities/sororities at	has fraternity/sorority member from,"['has a chapter of fraternity/sorority\thas chapter located at university', 'has a chapter of\thas a chapter at', 'has fraternity/sorority affiliation with\tis affiliated with university as fraternity/sorority', 'has a chapter of\thas a chapter at', 'has fraternity/sorority affiliation with\tis affiliated with fraternity/sorority as', 'has fraternities/sororities affiliated with\tis affiliated with the fraternity/sorority of', 'has fraternities/sororities affiliated with\tis affiliated with fraternities/sororities at', 'has fraternity/sorority chapter at\tis a fraternity/sorority chapter of']"
/location/location/partially_contains,partially contains	is partially contained by,partially contains	is partially contained by,"['is partially contained within\tpartially contains', 'partially contains\tis partially contained within', 'partially contains\tis partially contained by', 'partially contains\tis partially contained by']"
/organization/organization_founder/organizations_founded,founded by	organizations founded,founded	was founded by,"['founded\twas founded by', 'founded\twas founded by', 'founded\twas founded by']"
/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,how to get here by mode of transportation	mode of transportation used to get here,how to reach by transportation mode	transportation mode used to reach,"['how to get here by mode of transportation\tmode of transportation used to get here', 'how to get here by\tmode of transportation used to reach', 'how to reach by mode of transport\tmode of transport used to reach', 'how to reach by mode of transportation\tmode of transportation used for reaching', 'how to reach by transportation mode\ttransportation mode used to reach', 'how to reach by mode of transportation\tmode of transportation used for reaching', 'how to reach by transportation mode\ttransportation mode used to reach', 'how to reach by transportation mode\ttransportation mode used to reach']"
/location/country/official_language,has official language	official language of,has official language	official language of,"['has official language\tofficial language of', 'official language\tis official language of', 'has official language\tis official language of', 'official language is\thas as official language', 'official language is\thas as official language', 'has official language\tis official language of', 'has official language\tofficial language of']"
/film/film/film_art_direction_by,art direction by	has art direction by,art direction by	art director for,"['art direction by\tart director for', 'art direction by\tart director of', 'art direction by\tart director of', 'art direction by\twas art director for', 'art direction by\tart director for', 'art direction by\tart director for']"
/education/university/international_tuition./measurement_unit/dated_money_value/currency,international tuition currency unit	currency unit used for international tuition,international tuition currency	currency used for international tuition,"['international tuition currency\tcurrency used for international tuition', 'international tuition currency unit\tcurrency unit used by educational institutions', 'international tuition currency\tcurrency used for international tuition', 'international tuition is measured in\tused as measurement unit for international tuition', 'international tuition currency\tcurrency used for international tuition']"
/film/film/dubbing_performances./film/dubbing_performance/actor,is the actor in the dubbing performance	has dubbing performance by the actor,is the actor in the dubbing performance	has dubbing performance by the actor,"['is voiced in the English version by\tprovides English dubbing voice for', 'is the voice actor in the dubbing performance\thas dubbing performance by the voice actor', 'is the actor in the dubbing performance\thas dubbing performance by the actor', 'features the voice acting of\tis the voice actor for', 'is the actor in the dubbing performance\thas dubbing performance by the actor']"
/people/person/spouse_s./people/marriage/location_of_ceremony,spouse's marriage location	location where marriage of spouse took place,married in	hosted the marriage of,"['married in\thosted marriage ceremony for', 'married in\thosted the marriage of', 'married in\thosted the marriage of', ""spouse's marriage location\tlocation of spouse's marriage ceremony"", ""spouse married at\tlocation of spouse's marriage"", ""spouse married at\tlocation of spouse's marriage"", ""spouse's marriage location\tlocation of spouse's marriage ceremony"", 'married in\thosted the marriage of']"
/medicine/disease/risk_factors,has risk factors	for risk factors of,increases the risk of	is a risk factor for,"['increases the risk of\tis a risk factor for', 'has higher prevalence in\tis at higher risk for', 'increases the risk of\tis a risk factor for', 'has higher prevalence in\tis more prevalent among', 'increases the risk of\tis a risk factor for']"
/dataworld/gardening_hint/split_to,"""split into""	""divided from""","""divided into""	""merged from""","['""has a football program represented by""\t""represents the football program of""', '""plays""\t""played by""', '""divided into""\t""merged from""', '""is part of""\t""includes""', '""branches into""\t""derives from""', '""divided into""\t""merged from""', '""divided into""\t""merged from""']"
/film/film/prequel,is a prequel of	has a prequel,is a sequel to	has a sequel,"['is preceded by\tis followed by', 'is a sequel to\thas a sequel', 'is a sequel to\thas a sequel', 'is a sequel to\tis preceded by', 'is a sequel to\tis preceded by', 'is a sequel to\thas a sequel']"
/film/actor/dubbing_performances./film/dubbing_performance/language,dubbed in language	has dubbing performance in language,dubbed in language	has dubbing performance in language,"['dubbed in\thas dubbing performer in', 'performs dubbing in language\thas dubbing performances by', 'dubbed in\thas dubbing performances in', 'performs dubbing in\thas dubbing performances by', 'dubbed in language\thas dubbing performance in language', 'dubbed in\thas dubbing performers in', 'dubbed in language\thas dubbing performance in language']"
/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,produce is available in seasonal months	seasonal months include produce availability,produce is available in seasonal months	seasonal months include produce availability,"['produces are seasonally available\tseasonal availability includes produces', 'produces is available in\tincludes availability of produce', 'produces during seasonal months\tseasonal months feature produces', 'produces is available in seasonal months\tseasonal months include available produce', 'produce is available in seasonal months\tseasonal months have produce available', 'produces are seasonally available in\tseasonally includes available produces', 'produces seasonal availability\tseasonally available in produced months', 'produces are seasonally available in\tseasonally includes available produces']"
/broadcast/content/artist,artist of broadcast content	content broadcast by artist,broadcasts music by	artist featured on,"['broadcasts music by\tartist featured on', 'broadcasts content by artist\tartist whose content is broadcast', 'plays music by\thas music played on', 'broadcasts music by\tartist featured in broadcasts', 'broadcasts music by\tartist featured on', 'broadcast content featuring artist\tartist featured in broadcast content', ""broadcasts artist's content\tartist broadcasted by channel"", 'broadcasts music by\tartist featured on']"
/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,has GNI per capita in PPP dollars measured in currency	has currency measurement for GNI per capita in PPP dollars,has GNI per capita in PPP dollars measured in	measured in for GNI per capita in PPP dollars,"['uses as currency for GNI per capita in PPP measurements\tis used as currency for GNI per capita in PPP measurements by', 'has GNI per capita in PPP dollars measured in\tmeasured in for GNI per capita in PPP dollars', 'uses currency for GNI per capita in PPP measurements\tmeasured by currency for GNI per capita in PPP calculations', 'has GNI per capita in PPP dollars measured in\tmeasured in for GNI per capita in PPP dollars', 'uses currency for GNI per capita in PPP measurements\tmeasured in currency for GNI per capita in PPP', 'uses as currency for GNI per capita in PPP measurements\tis used as currency for GNI per capita in PPP measurements by', 'has GNI per capita in PPP dollars measured in\tmeasured in for GNI per capita in PPP dollars']"
/music/instrument/family,is a family of musical instruments	belongs to the musical instrument family,is a family of musical instruments	belongs to the musical instrument family,"['is a member of the musical instrument family\tincludes as a member of the musical instrument family', 'is a member of the musical instrument family\thas as a member of the musical instrument family', 'is a type of musical instrument in the family\thas as a member of the musical instrument family', 'is a family of\tbelongs to the family of', 'is a member of the musical instrument family\tis a family that includes the musical instrument', 'is a type of\thas type', 'is a member of the musical instrument family\tincludes as a member of the musical instrument family', 'is a member of the instrument family\tincludes in its instrument family']"
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,holds government position in jurisdiction	jurisdiction of held government position,holds government position in jurisdiction	jurisdiction of held government position,"['holds government position in jurisdiction\tjurisdiction of held government position', 'holds government position in jurisdiction\tjurisdiction of government position held', 'served as political leader of\twas led politically by', 'held government position in\tjurisdiction for government position held', 'is the constitutional monarch of\thas as constitutional monarch', 'held government position in jurisdiction\tjurisdiction of government position held', 'served as governor of\tstate governed by', 'holds government position in jurisdiction\tjurisdiction of held government position']"
